Room in Beautiful Townhouse.,40.80635,-73.92201,60
comfy room minutes from museums,40.81081,-73.9237,52
"The ""Humphrey Bogart""",40.80848,-73.92792,185
"Cozy studio/kitchen, bathroom",40.81611,-73.92491,80
❤️ Historic Home NEXT to Metro w/ Backyard & Deck ⭐️,40.80948,-73.9243,95
"Call this Home (for a spell, at least....)",40.80866,-73.92069,45
3 bedroom home for groups and families,40.80899,-73.91489,385
Brownstone garden apartment with access to patio,40.81149,-73.92376,100
"Spacious, Sunny,Beautiful Apartment",40.81088,-73.90733,64
Large 2BR apt. steps from Subway,40.81814,-73.92817,124
Sunny Apartment Close to NYC's Major Attractions,40.81281,-73.90779,100
Spacious Studio apt—1 Subway stop from Manhattan,40.81125,-73.92553,90
Cozy 2 bedroom,40.81251,-73.90729,101
Big Private Studio one Subway stop from Manhattan,40.81226,-73.92573,100
LOVE MANHATTAN 1,40.80991,-73.91957,65
Cherry Hill - !Free Parking!-,40.80756,-73.92264,110
A Garden Suite - Mott Haven Townhouse Studio,40.81079,-73.92121,89
Fashion Blvd Flat 20 minutes from City Center!,40.81167,-73.9248,45
Apartment in South Bronx,40.80945,-73.92007,69
Bronx home with rooftop and laundry,40.80886,-73.9285,50
LOVE MANHATTAN 2,40.81015,-73.92025,61
Impeccably Designed Garden Townhouse,40.81059,-73.91966,140
Bright 2-Bedroom on Saint Mary’s Park,40.80999,-73.91171,150
Private 2Bedroom/Bath/Kitchen/Parking,40.81358,-73.91887,153
⭐️Metro less than 1 minute walk  w/ Backyard & Deck,40.80971,-73.92542,145
The BEST of SoBro  *Hosts vaccinated w Pfizer,40.80656,-73.91654,162
LOVE MANHATTAN 3,40.80964,-73.92174,57
"ENJOY MANHATTAN
NEAR TO YANKE STADIUM",40.80983,-73.92184,193
Private exquisite apartment with modern amenities,40.81132,-73.92177,140
Sunny Mott Haven Townhouse With Garden.,40.8127,-73.90988,99
Room in a South Bronx Historic Brownstone,40.81045,-73.9242,65
Historic Brownstone 20 minutes from Grand Central!,40.80854,-73.92267,375
Mott Haven Dorm JJ,40.80984,-73.92992,33
One block to subway station,40.80872,-73.92185,41
Pablo Cid’s house near Manhatan,40.80742,-73.92154,55
Tristan’s house near Manhatan,40.80527,-73.91957,65
Mextli Cid’s house near Manhatan,40.80677,-73.91945,45
Your 2BR *haven* in Mott Haven mins from Manhattan,40.80991,-73.91211,180
Opera House Hotel,40.81513,-73.91602,0
Cozy studio in Mott Haven with Victorian charm,40.80665,-73.92316,119
Kohzi Townhouse Apartment 1 BR (Monthly Discount),40.81096,-73.90637,176
Moka's Get A Way,40.81159,-73.90496,95
2 BR | Kohzi Garden Apartment,40.81269,-73.908,120
Entire apartment - Mott Haven  - 2 Bedroom,40.80836,-73.91417,145
Free Parking Mott Haven Best Location Best House,40.8087,-73.91909,265
"Parking ! Best Location & Price, subway close !",40.80722,-73.92109,115
Beautiful 3 Bedroom home with Decks front and  ba,40.80879,-73.91413,380
A peaceful and lovely place!,40.8125,-73.91576,103
Cozy Haven,40.81069,-73.91854,95
"Natures Escape! On- Restaurant and Bar,  Near New York Botanical Garden, Parking!",40.81185,-73.92868,159
