"1 Stop fr. Manhattan! Private Suite,Landmark Block",40.74757,-73.94571,146
One stop from Midtown Manhattan!,40.74536,-73.94903,95
Only 5 Min. to Manhattan!,40.7464,-73.94807,50
LUXE Apt & Garden (Sanitized),40.75434,-73.9354,213
"Jacuzzi Suite, Minutes to Times Sq.",40.74629,-73.94591,105
Location Moreno,40.7588,-73.92815,43
Fantastic 1br in Astoria/LIC,40.7456,-73.948,71
50% Discount 10min to Manhattan,40.75493,-73.91729,110
Fantastic 1 BR in massive share.,40.74983,-73.91843,60
WELCOME HOME!,40.75253,-73.93021,89
"Entire studio with backyard, Close to subway!!!",40.75859,-73.92836,145
Luxury 1 Bed 20 Mins From Midtown Manhattan,40.75193,-73.92362,247
15 minutes to Manhattan with Balcony.,40.76393809446172,-73.92979748547077,124
"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR",40.74269,-73.95728,395
3BR Family apt 15 min to Manhattan w/ garden,40.74897,-73.9209,95
Spectacular Views of Mid-Town,40.74426,-73.95789,200
Current Location,40.76261,-73.94082,225
Spacious 1 Bedroom in LIC,40.7491,-73.94815,119
Private 1 bedroom suite with backyard access,40.74349,-73.94954,75
"Beautiful Apt x Rent in Astoria, NY",40.76514,-73.93361,165
Entire 1BD Apt in Long Island City!,40.74283,-73.95002,200
"Large,private ent.nr R&M trains.10 min frm Manhtn!",40.75324,-73.91308,43
Private room 5 min from manhattan!,40.7512,-73.94019,45
Nice Quiet Bedroom w/ Pretty View,40.74249,-73.95236,10000
"MANHATTAN VIEW, 12minutes from Times Square",40.75061,-73.93908,233
Amazing convenient 5 min  to city,40.74776,-73.94562,225
Beautiful Astoria apt next to Manhattan,40.76601,-73.93388,250
Bright new studio in heart of LIC,40.74651,-73.954,175
Cozy 1BD near midtown Manhattan,40.76024,-73.92986,110
LIC Super Sunny & Spacious 1BR Apt,40.74425,-73.94953,138
Beautiful Fully Furnished 1 bed/bth,40.75279,-73.94089,134
~*Awesome Room in LIC w/ backyard*~,40.7485,-73.94418,80
Cozy 1 bedroom apartment in trendy LIC,40.76081,-73.92886,111
"5 min from midtown, but peaceful.",40.74427,-73.95475,150
Large Sunny NYC entire apt 15 mins!,40.76461,-73.93263,115
Spacious Railroad in LIC/Astoria,40.75433,-73.92046,85
Bright & Spacious,40.7583,-73.9315,225
Spacious 1bdrm in Long Island City,40.75486,-73.91782,105
Big Studio-One Stop from Midtown,40.75164,-73.93655,164
Luxury Apt 10mins Manhattan,40.7458,-73.94441,149
1 BEDROOM PENTHOUSE W AMAZING VIEWS,40.74199,-73.95854,125
"Great room, 7 min from Manhattan!",40.75508,-73.92918,45
Private Room in Luxury LIC/NYC Apartment,40.74908,-73.9432,99
One bedroom available in Astoria,40.754,-73.91872,40
Long Island City- Furnished Studio,40.75228,-73.93876,110
Come Be A Part of NYC,40.74404,-73.95629,70
Astoria Nice Neighborhood,40.76422,-73.93169,89
2 bedroom Home..2 metro/train stops to NY City,40.75608,-73.93483,205
Astoria Room Facing the Park,40.76211,-73.92894,100
Recently renovated private floor,40.73591,-73.92603,125
Brand New Luxury Apt Lease Takeover,40.74638,-73.95618,199
1 large bedroom 10mins to Manhattan,40.75363,-73.93463,80
Room in a beautiful apartment,40.7579,-73.9303,150
Spacious 1 BR apartment,40.74225,-73.95319,95
Casa E 3A,40.74769,-73.94458,100
Timeless LIC 3C,40.74689,-73.94634,70
Casa E 3B,40.74629,-73.94493,80
Spacious Private 1-Bedroom Apartment in LIC,40.74514,-73.95295,243
"BEAUTIFUL, LARGE, BRIGHT 2 Bedroom",40.76419,-73.93449,70
Room in LIC - females only please,40.74829,-73.94083,35
Sunny Studio ~ Great Location!,40.74816,-73.94653,100
Spacious 1 BR - 5min to Manhattan,40.74162,-73.95138,175
"1 bedroom in Astoria, Queens",40.76261,-73.94106,65
Luxury Apt Share w/ River Views + Gym,40.74276,-73.96011,110
Bright Room in Spacious Astoria Apt,40.76079,-73.93215,65
Architects cozy home in Astoria,40.75848,-73.93194,168
5 minutes location away form midtown Manhattan,40.75198,-73.94033,76
Nice view private room,40.73618,-73.92742,27
Great opportunity for long-term commuters !!,40.73665,-73.92934,21
Apartment NYC - 10 to 20 June,40.74665,-73.94567,120
StyleColor Flair:Artist Loft/Clean/prkng/wshr/dryr,40.74151,-73.95578,200
"COZY HOME, BEST LOCAL ACCESS!",40.7643,-73.93507,70
Large & sunny private bedroom in a townhouse.,40.74429,-73.95411,75
"3bd apt w/yard in Astoria, 10 mins from Manhattan.",40.75776,-73.93115,310
Apartment NYC,40.74671,-73.94549,125
"1 bedroom w/ Queen bed, 5 minutes from Manhattan",40.75313,-73.93786,79
Gorgeous Astoria 1 Br,40.74443,-73.94696,101
Puerto Plata,40.76128,-73.93141,10000
Stylish Private Room near Manhattan,40.75391,-73.91884,99
WFH Bright Zen Artist Loft:1 bdrm/prkng/washr/dryr,40.74264,-73.95559,200
Spacious Studio Near the Subway,40.74558,-73.95325,110
"One Room in  Luxury Apartment, 5min to Midtown",40.74412,-73.94725,140
Astoria Apt 15 minutes to midtown NYC by train.,40.76229,-73.92665,79
"Cute 1 Bdrm Apt, 10 minutes from Manhattan",40.75517,-73.93389,110
Convenient LIC Brownstone,40.74797,-73.94481,65
Artsy Private Room in LIC. 7 min to Manhattan,40.74299,-73.94882,111
Astoria's private room,40.75498,-73.92169,100
Prvt entrance room! 1 stop to Mdtwn Manhattan.,40.74165,-73.95469,126
Lovely Luxury LIC,40.74618,-73.94685,206
Modern & Industrial LIC Accommodations,40.75522,-73.93651,333
Huge Private Room in New York 10minute to Midtown,40.7495,-73.93771,51
Traveler's Cabin,40.76504,-73.9315,170
Modern & Industrial LIC Accomodations,40.75361,-73.9359,259
